COUNTY,WEEK_END_DATE,TOTAL_CASES,TOTAL_DEATHS,TOTAL_HOSP,Year
Sullivan,2024-06-15,68296,880,2241,2024
Sumner,2024-06-15,70816,859,1838,2024
Tipton,2024-06-15,24554,274,558,2024
Trousdale,2024-06-15,5021,53,117,2024
Unicoi,2024-06-15,7355,113,252,2024
Union,2024-06-15,7495,86,95,2024
Van Buren,2024-06-15,2449,56,53,2024
Warren,2024-06-15,16748,198,225,2024
Washington,2024-06-15,54545,591,1358,2024
Wayne,2024-06-15,7414,100,131,2024
Weakley,2024-06-15,12873,190,233,2024
White,2024-06-15,10544,157,295,2024
Williamson,2024-06-15,83268,479,1000,2024
Wilson,2024-06-15,56455,565,1081,2024
Unknown,2024-06-15,111242,504,1291,2024
Anderson,2024-06-08,30561,426,394,2024
Bedford,2024-06-08,19777,265,395,2024
Benton,2024-06-08,6473,106,140,2024
Bledsoe,2024-06-08,5847,65,106,2024
Blount,2024-06-08,55407,588,1070,2024
Bradley,2024-06-08,41926,490,1314,2024
Campbell,2024-06-08,18052,199,194,2024
Cannon,2024-06-08,5494,79,112,2024
Carroll,2024-06-08,13225,183,281,2024
Carter,2024-06-08,23849,394,806,2024
Cheatham,2024-06-08,14196,154,281,2024
Chester,2024-06-08,7840,108,109,2024
Claiborne,2024-06-08,12472,224,175,2024
Clay,2024-06-08,2830,63,88,2024
Cocke,2024-06-08,16305,258,184,2024
Coffee,2024-06-08,23025,316,460,2024
Crockett,2024-06-08,7557,99,77,2024
Cumberland,2024-06-08,21217,362,377,2024
Davidson,2024-06-08,253839,1945,4621,2024
Decatur,2024-06-08,4948,87,103,2024
Dekalb,2024-06-08,8540,120,157,2024
Dickson,2024-06-08,22848,282,497,2024
Dyer,2024-06-08,16901,231,227,2024
Fayette,2024-06-08,15648,208,488,2024
Fentress,2024-06-08,7359,146,233,2024
Franklin,2024-06-08,18029,219,220,2024
Gibson,2024-06-08,24700,311,328,2024
Giles,2024-06-08,12321,219,303,2024
Grainger,2024-06-08,8956,130,126,2024
Greene,2024-06-08,31206,450,868,2024
Grundy,2024-06-08,5013,85,119,2024
Hamblen,2024-06-08,26775,402,385,2024
Hamilton,2024-06-08,131538,1331,3245,2024
Hancock,2024-06-08,2908,44,64,2024
Hardeman,2024-06-08,10289,147,222,2024
Hardin,2024-06-08,12230,180,201,2024
Hawkins,2024-06-08,24571,396,647,2024
Haywood,2024-06-08,8953,110,162,2024
Henderson,2024-06-08,12329,199,209,2024
Henry,2024-06-08,11066,186,308,2024
Hickman,2024-06-08,9160,132,187,2024
Houston,2024-06-08,3248,68,106,2024
Humphreys,2024-06-08,6696,88,188,2024
Jackson,2024-06-08,4270,78,143,2024
Jefferson,2024-06-08,21326,325,297,2024
Johnson,2024-06-08,6792,121,223,2024
Knox,2024-06-08,172829,1689,2997,2024
Lake,2024-06-08,3446,49,54,2024
Lauderdale,2024-06-08,10401,121,169,2024
Lawrence,2024-06-08,17885,239,515,2024
Lewis,2024-06-08,4371,73,106,2024
Lincoln,2024-06-08,12544,197,259,2024
Loudon,2024-06-08,21888,239,270,2024
Macon,2024-06-08,11479,166,288,2024
Madison,2024-06-08,45760,501,555,2024
Marion,2024-06-08,11892,152,307,2024
Marshall,2024-06-08,13666,146,254,2024
Maury,2024-06-08,38420,408,704,2024
McMinn,2024-06-08,20733,305,476,2024
McNairy,2024-06-08,10404,152,135,2024
Meigs,2024-06-08,4494,65,123,2024
Monroe,2024-06-08,19938,283,487,2024
Montgomery,2024-06-08,71760,663,750,2024
Moore,2024-06-08,3045,41,44,2024
Morgan,2024-06-08,8718,107,99,2024
Obion,2024-06-08,14645,227,308,2024
Overton,2024-06-08,9165,139,272,2024
Perry,2024-06-08,3128,63,68,2024
Pickett,2024-06-08,2421,41,87,2024
Polk,2024-06-08,5999,90,177,2024
Putnam,2024-06-08,32015,353,749,2024
Rhea,2024-06-08,12716,176,247,2024
Roane,2024-06-08,21877,291,311,2024
Robertson,2024-06-08,29913,363,949,2024
Rutherford,2024-06-08,126376,1036,1842,2024
Scott,2024-06-08,13530,144,143,2024
Sequatchie,2024-06-08,5506,81,130,2024
Sevier,2024-06-08,39391,476,553,2024
Shelby,2024-06-08,320761,3862,9892,2024
Smith,2024-06-08,7807,105,164,2024
Stewart,2024-06-08,4035,75,90,2024
Sullivan,2024-06-08,68272,878,2241,2024
Sumner,2024-06-08,70778,859,1837,2024
Tipton,2024-06-08,24530,274,558,2024
Trousdale,2024-06-08,5020,53,117,2024
Unicoi,2024-06-08,7354,113,252,2024
Union,2024-06-08,7494,86,95,2024
Van Buren,2024-06-08,2448,56,53,2024
Warren,2024-06-08,16740,198,225,2024
Washington,2024-06-08,54521,591,1356,2024
Wayne,2024-06-08,7414,100,131,2024
Weakley,2024-06-08,12861,190,233,2024
White,2024-06-08,10542,157,295,2024
Williamson,2024-06-08,83224,479,999,2024
Wilson,2024-06-08,56429,565,1081,2024
Unknown,2024-06-08,111194,504,1291,2024
Anderson,2024-06-01,30555,425,394,2024
Bedford,2024-06-01,19771,265,394,2024
Benton,2024-06-01,6471,106,140,2024
Bledsoe,2024-06-01,5845,65,106,2024
Blount,2024-06-01,55343,588,1070,2024
Bradley,2024-06-01,41907,490,1313,2024
Campbell,2024-06-01,18036,199,194,2024
Cannon,2024-06-01,5494,79,112,2024
Carroll,2024-06-01,13221,183,281,2024
Carter,2024-06-01,23829,394,806,2024
Cheatham,2024-06-01,14193,153,281,2024
Chester,2024-06-01,7837,108,109,2024
Claiborne,2024-06-01,12468,224,175,2024
Clay,2024-06-01,2830,63,88,2024
Cocke,2024-06-01,16302,258,184,2024
Coffee,2024-06-01,23009,315,460,2024
Crockett,2024-06-01,7554,99,77,2024
Cumberland,2024-06-01,21210,362,377,2024
Davidson,2024-06-01,253748,1945,4621,2024
Decatur,2024-06-01,4946,87,102,2024
Dekalb,2024-06-01,8540,120,157,2024
Dickson,2024-06-01,22831,282,497,2024
Dyer,2024-06-01,16895,231,227,2024
Fayette,2024-06-01,15639,208,488,2024
Fentress,2024-06-01,7356,146,233,2024
Franklin,2024-06-01,18025,219,220,2024
Gibson,2024-06-01,24697,310,328,2024
Giles,2024-06-01,12321,219,303,2024
Grainger,2024-06-01,8956,130,126,2024
Greene,2024-06-01,31200,450,868,2024
Grundy,2024-06-01,5012,85,119,2024
Hamblen,2024-06-01,26770,401,385,2024
Hamilton,2024-06-01,131496,1331,3245,2024
Hancock,2024-06-01,2906,44,64,2024
Hardeman,2024-06-01,10278,147,221,2024
Hardin,2024-06-01,12224,180,201,2024
Hawkins,2024-06-01,24565,396,647,2024
Haywood,2024-06-01,8942,110,161,2024
Henderson,2024-06-01,12324,199,209,2024
Henry,2024-06-01,11062,186,308,2024
Hickman,2024-06-01,9160,132,187,2024
Houston,2024-06-01,3246,68,106,2024
Humphreys,2024-06-01,6695,88,188,2024
Jackson,2024-06-01,4267,78,143,2024
Jefferson,2024-06-01,21318,325,297,2024
Johnson,2024-06-01,6791,121,223,2024
Knox,2024-06-01,172754,1689,2995,2024
Lake,2024-06-01,3445,49,54,2024
Lauderdale,2024-06-01,10400,121,169,2024
Lawrence,2024-06-01,17884,239,515,2024
Lewis,2024-06-01,4371,73,106,2024
Lincoln,2024-06-01,12542,197,259,2024
Loudon,2024-06-01,21877,239,270,2024
Macon,2024-06-01,11473,166,287,2024
Madison,2024-06-01,45730,501,554,2024
Marion,2024-06-01,11887,152,307,2024
Marshall,2024-06-01,13666,146,254,2024
Maury,2024-06-01,38405,408,704,2024
McMinn,2024-06-01,20731,305,476,2024
McNairy,2024-06-01,10402,152,135,2024
Meigs,2024-06-01,4493,65,123,2024
Monroe,2024-06-01,19935,283,487,2024
Montgomery,2024-06-01,71722,663,750,2024
Moore,2024-06-01,3045,41,44,2024
Morgan,2024-06-01,8713,107,99,2024
Obion,2024-06-01,14643,227,308,2024
Overton,2024-06-01,9164,139,272,2024
Perry,2024-06-01,3124,62,67,2024
Pickett,2024-06-01,2419,41,87,2024
Polk,2024-06-01,5994,90,177,2024
Putnam,2024-06-01,31995,353,749,2024
Rhea,2024-06-01,12714,176,247,2024
Roane,2024-06-01,21862,291,311,2024
Robertson,2024-06-01,29905,363,949,2024
Rutherford,2024-06-01,126344,1036,1842,2024
Scott,2024-06-01,13518,144,143,2024
Sequatchie,2024-06-01,5506,81,130,2024
Sevier,2024-06-01,39372,476,553,2024
Shelby,2024-06-01,320591,3861,9891,2024
Smith,2024-06-01,7807,105,164,2024
Stewart,2024-06-01,4033,75,90,2024
Sullivan,2024-06-01,68254,878,2241,2024
Sumner,2024-06-01,70758,859,1835,2024
Tipton,2024-06-01,24520,274,558,2024
Trousdale,2024-06-01,5016,53,117,2024
Unicoi,2024-06-01,7353,113,252,2024
Union,2024-06-01,7493,86,95,2024
Van Buren,2024-06-01,2447,56,53,2024
Warren,2024-06-01,16734,198,225,2024
Washington,2024-06-01,54495,591,1356,2024
Wayne,2024-06-01,7414,100,131,2024
Weakley,2024-06-01,12855,190,233,2024
White,2024-06-01,10541,157,295,2024
Williamson,2024-06-01,83196,478,998,2024
Wilson,2024-06-01,56418,565,1081,2024
Unknown,2024-06-01,111151,504,1291,2024
Anderson,2024-05-25,30538,425,394,2024
Bedford,2024-05-25,19771,265,394,2024
Benton,2024-05-25,6467,106,140,2024
Bledsoe,2024-05-25,5845,65,106,2024
Blount,2024-05-25,55321,587,1070,2024
Bradley,2024-05-25,41896,490,1312,2024
Campbell,2024-05-25,18032,199,194,2024
Cannon,2024-05-25,5494,79,112,2024
Carroll,2024-05-25,13216,183,281,2024
Carter,2024-05-25,23818,394,805,2024
Cheatham,2024-05-25,14193,152,281,2024
Chester,2024-05-25,7833,108,109,2024
Claiborne,2024-05-25,12464,224,175,2024
Clay,2024-05-25,2829,63,88,2024
Cocke,2024-05-25,16299,258,184,2024
Coffee,2024-05-25,23000,315,460,2024
Crockett,2024-05-25,7552,99,77,2024
Cumberland,2024-05-25,21207,362,377,2024
Davidson,2024-05-25,253686,1944,4621,2024
Decatur,2024-05-25,4944,87,102,2024
Dekalb,2024-05-25,8538,120,157,2024
Dickson,2024-05-25,22825,282,497,2024
Dyer,2024-05-25,16891,231,227,2024
Fayette,2024-05-25,15636,208,488,2024
Fentress,2024-05-25,7349,146,233,2024
Franklin,2024-05-25,18007,219,220,2024
Gibson,2024-05-25,24685,310,328,2024
Giles,2024-05-25,12321,219,303,2024
Grainger,2024-05-25,8955,130,126,2024
Greene,2024-05-25,31191,450,868,2024
Grundy,2024-05-25,5007,85,119,2024
Hamblen,2024-05-25,26766,401,385,2024
Hamilton,2024-05-25,131436,1331,3245,2024
Hancock,2024-05-25,2905,44,64,2024
Hardeman,2024-05-25,10271,147,221,2024
Hardin,2024-05-25,12223,180,201,2024
Hawkins,2024-05-25,24557,395,647,2024
Haywood,2024-05-25,8930,110,161,2024
Henderson,2024-05-25,12316,199,208,2024
Henry,2024-05-25,11046,185,308,2024
Hickman,2024-05-25,9160,132,187,2024
Houston,2024-05-25,3245,68,106,2024
Humphreys,2024-05-25,6694,88,188,2024
Jackson,2024-05-25,4264,78,143,2024
Jefferson,2024-05-25,21315,325,297,2024
Johnson,2024-05-25,6790,121,223,2024
Knox,2024-05-25,172683,1689,2995,2024
Lake,2024-05-25,3443,49,54,2024
Lauderdale,2024-05-25,10397,121,169,2024
Lawrence,2024-05-25,17883,239,515,2024
Lewis,2024-05-25,4371,73,106,2024
Lincoln,2024-05-25,12537,197,259,2024
Loudon,2024-05-25,21867,239,270,2024
Macon,2024-05-25,11470,166,287,2024
Madison,2024-05-25,45703,501,554,2024
Marion,2024-05-25,11886,152,307,2024
Marshall,2024-05-25,13665,146,254,2024
Maury,2024-05-25,38390,408,704,2024
McMinn,2024-05-25,20728,305,476,2024
McNairy,2024-05-25,10399,152,135,2024
Meigs,2024-05-25,4493,65,123,2024
Monroe,2024-05-25,19927,283,487,2024
Montgomery,2024-05-25,71704,663,750,2024
Moore,2024-05-25,3045,41,44,2024
Morgan,2024-05-25,8710,107,99,2024
Obion,2024-05-25,14638,227,308,2024
Overton,2024-05-25,9159,139,271,2024
Perry,2024-05-25,3118,62,67,2024
Pickett,2024-05-25,2419,41,87,2024
Polk,2024-05-25,5993,90,177,2024
Putnam,2024-05-25,31975,353,749,2024
Rhea,2024-05-25,12714,176,247,2024
Roane,2024-05-25,21848,290,311,2024
Robertson,2024-05-25,29897,363,949,2024
Rutherford,2024-05-25,126321,1036,1842,2024
Scott,2024-05-25,13511,144,143,2024
Sequatchie,2024-05-25,5506,81,130,2024
Sevier,2024-05-25,39358,476,553,2024
Shelby,2024-05-25,320488,3861,9891,2024
Smith,2024-05-25,7807,105,164,2024
Stewart,2024-05-25,4031,75,90,2024
Sullivan,2024-05-25,68236,878,2241,2024
Sumner,2024-05-25,70731,859,1835,2024
Tipton,2024-05-25,24510,274,558,2024
Trousdale,2024-05-25,5016,53,117,2024
Unicoi,2024-05-25,7350,113,252,2024
Union,2024-05-25,7491,86,95,2024
Van Buren,2024-05-25,2446,56,53,2024
Warren,2024-05-25,16732,198,225,2024
Washington,2024-05-25,54468,591,1356,2024
Wayne,2024-05-25,7412,100,131,2024
Weakley,2024-05-25,12853,189,232,2024
White,2024-05-25,10540,157,295,2024
Williamson,2024-05-25,83175,478,998,2024
Wilson,2024-05-25,56400,565,1081,2024
Unknown,2024-05-25,111124,504,1291,2024
Anderson,2024-05-18,30532,425,394,2024
Bedford,2024-05-18,19765,265,393,2024
Benton,2024-05-18,6462,106,140,2024
Bledsoe,2024-05-18,5841,65,106,2024
Blount,2024-05-18,55303,586,1069,2024
Bradley,2024-05-18,41883,489,1312,2024
Campbell,2024-05-18,18025,199,194,2024
Cannon,2024-05-18,5494,79,112,2024
Carroll,2024-05-18,13208,183,281,2024
Carter,2024-05-18,23785,394,805,2024
Cheatham,2024-05-18,14190,151,281,2024
Chester,2024-05-18,7829,108,109,2024
Claiborne,2024-05-18,12462,224,175,2024
Clay,2024-05-18,2829,63,88,2024
Cocke,2024-05-18,16272,258,184,2024
Coffee,2024-05-18,22987,315,460,2024
Crockett,2024-05-18,7545,99,77,2024
Cumberland,2024-05-18,21202,362,377,2024
Davidson,2024-05-18,253631,1944,4619,2024
Decatur,2024-05-18,4943,87,102,2024
Dekalb,2024-05-18,8535,120,157,2024
Dickson,2024-05-18,22818,282,497,2024
Dyer,2024-05-18,16891,231,227,2024
Fayette,2024-05-18,15632,208,488,2024
Fentress,2024-05-18,7349,146,233,2024
Franklin,2024-05-18,17989,219,220,2024
Gibson,2024-05-18,24679,310,328,2024
Giles,2024-05-18,12321,219,303,2024
Grainger,2024-05-18,8955,129,126,2024
Greene,2024-05-18,31174,450,868,2024
Grundy,2024-05-18,5007,85,119,2024
Hamblen,2024-05-18,26761,401,385,2024
Hamilton,2024-05-18,131307,1331,3245,2024
Hancock,2024-05-18,2904,44,64,2024
Hardeman,2024-05-18,10267,146,221,2024
Hardin,2024-05-18,12221,180,201,2024
Hawkins,2024-05-18,24549,395,646,2024
Haywood,2024-05-18,8924,110,160,2024
Henderson,2024-05-18,12310,199,208,2024
Henry,2024-05-18,11028,185,307,2024
Hickman,2024-05-18,9158,132,187,2024
Houston,2024-05-18,3245,68,106,2024
Humphreys,2024-05-18,6694,88,188,2024
Jackson,2024-05-18,4263,78,143,2024
Jefferson,2024-05-18,21309,325,297,2024
Johnson,2024-05-18,6787,121,223,2024
Knox,2024-05-18,172631,1687,2995,2024
Lake,2024-05-18,3442,49,54,2024
Lauderdale,2024-05-18,10394,121,169,2024
Lawrence,2024-05-18,17883,239,515,2024
Lewis,2024-05-18,4370,73,106,2024
Lincoln,2024-05-18,12537,197,259,2024
Loudon,2024-05-18,21862,239,270,2024
Macon,2024-05-18,11468,166,287,2024
Madison,2024-05-18,45682,501,554,2024
Marion,2024-05-18,11880,151,307,2024
Marshall,2024-05-18,13664,146,254,2024
Maury,2024-05-18,38383,408,704,2024
McMinn,2024-05-18,20727,305,476,2024
McNairy,2024-05-18,10399,152,135,2024
Meigs,2024-05-18,4492,65,123,2024
Monroe,2024-05-18,19922,283,487,2024
Montgomery,2024-05-18,71673,662,750,2024
Moore,2024-05-18,3043,41,44,2024
Morgan,2024-05-18,8705,107,99,2024
Obion,2024-05-18,14638,227,308,2024
Overton,2024-05-18,9151,137,270,2024
Perry,2024-05-18,3118,62,67,2024
Pickett,2024-05-18,2419,41,87,2024
Polk,2024-05-18,5991,90,176,2024
Putnam,2024-05-18,31951,353,748,2024
Rhea,2024-05-18,12713,176,246,2024
Roane,2024-05-18,21834,289,311,2024
Robertson,2024-05-18,29889,363,949,2024
Rutherford,2024-05-18,126306,1036,1842,2024
Scott,2024-05-18,13504,144,143,2024
Sequatchie,2024-05-18,5504,81,130,2024
Sevier,2024-05-18,39340,476,553,2024
Shelby,2024-05-18,320399,3860,9891,2024
Smith,2024-05-18,7806,105,164,2024
Stewart,2024-05-18,4027,75,90,2024
Sullivan,2024-05-18,68201,878,2239,2024
Sumner,2024-05-18,70717,858,1835,2024
Tipton,2024-05-18,24503,274,558,2024
Trousdale,2024-05-18,5015,53,117,2024
Unicoi,2024-05-18,7340,113,252,2024
Union,2024-05-18,7491,86,95,2024
Van Buren,2024-05-18,2446,56,53,2024
Warren,2024-05-18,16723,198,225,2024
Washington,2024-05-18,54382,591,1356,2024
Wayne,2024-05-18,7411,100,131,2024
Weakley,2024-05-18,12848,189,232,2024
White,2024-05-18,10537,157,295,2024
Williamson,2024-05-18,83158,478,998,2024
Wilson,2024-05-18,56392,565,1081,2024
Unknown,2024-05-18,111086,504,1291,2024
Anderson,2024-05-11,30517,425,394,2024
Bedford,2024-05-11,19763,265,393,2024
Benton,2024-05-11,6460,106,140,2024
Bledsoe,2024-05-11,5841,65,106,2024
Blount,2024-05-11,55292,586,1069,2024
Bradley,2024-05-11,41871,489,1312,2024
Campbell,2024-05-11,17997,199,194,2024
Cannon,2024-05-11,5494,79,112,2024
Carroll,2024-05-11,13199,183,281,2024
Carter,2024-05-11,23774,394,805,2024
Cheatham,2024-05-11,14188,151,281,2024
Chester,2024-05-11,7825,108,109,2024
Claiborne,2024-05-11,12450,224,175,2024
Clay,2024-05-11,2828,63,88,2024
Cocke,2024-05-11,16264,258,184,2024
Coffee,2024-05-11,22983,315,460,2024
Crockett,2024-05-11,7543,99,77,2024
Cumberland,2024-05-11,21200,362,377,2024
Davidson,2024-05-11,253589,1944,4617,2024
Decatur,2024-05-11,4942,87,102,2024
Dekalb,2024-05-11,8528,120,157,2024
Dickson,2024-05-11,22812,282,497,2024
Dyer,2024-05-11,16886,231,227,2024
Fayette,2024-05-11,15627,208,488,2024
Fentress,2024-05-11,7349,146,233,2024
Franklin,2024-05-11,17983,219,220,2024
Gibson,2024-05-11,24676,310,328,2024
Giles,2024-05-11,12318,219,303,2024
Grainger,2024-05-11,8950,129,126,2024
Greene,2024-05-11,31165,450,868,2024
Grundy,2024-05-11,5001,85,119,2024
Hamblen,2024-05-11,26751,401,385,2024
Hamilton,2024-05-11,131150,1331,3244,2024
Hancock,2024-05-11,2903,44,64,2024
Hardeman,2024-05-11,10265,146,221,2024
Hardin,2024-05-11,12217,180,201,2024
Hawkins,2024-05-11,24543,395,645,2024
Haywood,2024-05-11,8918,110,160,2024
Henderson,2024-05-11,12305,199,207,2024
Henry,2024-05-11,11025,185,307,2024
Hickman,2024-05-11,9157,132,187,2024
Houston,2024-05-11,3245,68,106,2024
Humphreys,2024-05-11,6693,88,188,2024
Jackson,2024-05-11,4257,78,143,2024
Jefferson,2024-05-11,21305,325,297,2024
Johnson,2024-05-11,6784,121,223,2024
Knox,2024-05-11,172584,1687,2995,2024
Lake,2024-05-11,3441,49,54,2024
Lauderdale,2024-05-11,10392,121,169,2024
Lawrence,2024-05-11,17879,239,515,2024
Lewis,2024-05-11,4370,73,106,2024
Lincoln,2024-05-11,12535,197,259,2024
Loudon,2024-05-11,21853,239,270,2024
Macon,2024-05-11,11464,166,287,2024
Madison,2024-05-11,45666,501,554,2024
Marion,2024-05-11,11876,151,307,2024
Marshall,2024-05-11,13661,146,254,2024
Maury,2024-05-11,38376,408,704,2024
McMinn,2024-05-11,20724,305,476,2024
McNairy,2024-05-11,10398,152,135,2024
Meigs,2024-05-11,4491,65,123,2024
Monroe,2024-05-11,19920,283,487,2024
Montgomery,2024-05-11,71645,662,750,2024
Moore,2024-05-11,3043,41,44,2024
Morgan,2024-05-11,8701,107,99,2024
Obion,2024-05-11,14635,227,307,2024
Overton,2024-05-11,9150,137,270,2024
Perry,2024-05-11,3118,62,67,2024
Pickett,2024-05-11,2417,41,87,2024
Polk,2024-05-11,5988,90,176,2024
Putnam,2024-05-11,31925,353,748,2024
Rhea,2024-05-11,12713,176,246,2024
Roane,2024-05-11,21830,289,311,2024
Robertson,2024-05-11,29886,363,949,2024
Rutherford,2024-05-11,126293,1036,1842,2024
Scott,2024-05-11,13498,144,143,2024
Sequatchie,2024-05-11,5504,81,130,2024
Sevier,2024-05-11,39321,476,553,2024
Shelby,2024-05-11,320328,3860,9891,2024
Smith,2024-05-11,7798,105,164,2024
Stewart,2024-05-11,4027,75,90,2024
Sullivan,2024-05-11,68173,878,2239,2024
Sumner,2024-05-11,70702,858,1835,2024
Tipton,2024-05-11,24496,274,558,2024
Trousdale,2024-05-11,5015,53,117,2024
Unicoi,2024-05-11,7332,113,252,2024
Union,2024-05-11,7490,86,95,2024
Van Buren,2024-05-11,2445,56,53,2024
Warren,2024-05-11,16722,198,225,2024
Washington,2024-05-11,54364,591,1356,2024
Wayne,2024-05-11,7410,100,131,2024
Weakley,2024-05-11,12846,189,232,2024
White,2024-05-11,10533,157,295,2024
Williamson,2024-05-11,83142,478,998,2024
Wilson,2024-05-11,56381,565,1081,2024
Unknown,2024-05-11,111066,504,1291,2024
Anderson,2024-05-04,30511,425,394,2024
Bedford,2024-05-04,19760,265,393,2024
Benton,2024-05-04,6456,106,140,2024
Bledsoe,2024-05-04,5841,65,106,2024
Blount,2024-05-04,55280,586,1069,2024
Bradley,2024-05-04,41862,489,1312,2024
Campbell,2024-05-04,17972,199,194,2024
Cannon,2024-05-04,5494,79,112,2024
Carroll,2024-05-04,13194,183,281,2024
Carter,2024-05-04,23761,394,804,2024
Cheatham,2024-05-04,14187,151,281,2024
Chester,2024-05-04,7820,108,109,2024
Claiborne,2024-05-04,12440,224,175,2024
Clay,2024-05-04,2826,63,88,2024
Cocke,2024-05-04,16258,258,184,2024
Coffee,2024-05-04,22977,314,460,2024
Crockett,2024-05-04,7541,99,77,2024
Cumberland,2024-05-04,21197,362,377,2024
Davidson,2024-05-04,253553,1944,4617,2024
Decatur,2024-05-04,4942,85,102,2024
Dekalb,2024-05-04,8526,120,157,2024
Dickson,2024-05-04,22808,282,497,2024
Dyer,2024-05-04,16883,231,227,2024
Fayette,2024-05-04,15624,208,488,2024
Fentress,2024-05-04,7344,146,231,2024
Franklin,2024-05-04,17978,219,220,2024
Gibson,2024-05-04,24670,310,327,2024
Giles,2024-05-04,12318,219,303,2024
Grainger,2024-05-04,8949,129,126,2024
Greene,2024-05-04,31153,450,868,2024
Grundy,2024-05-04,4999,85,119,2024
Hamblen,2024-05-04,26742,401,385,2024
Hamilton,2024-05-04,131066,1330,3244,2024
Hancock,2024-05-04,2902,44,64,2024
Hardeman,2024-05-04,10261,146,221,2024
Hardin,2024-05-04,12217,180,201,2024
Hawkins,2024-05-04,24535,395,645,2024
Haywood,2024-05-04,8914,110,158,2024
Henderson,2024-05-04,12301,199,207,2024
Henry,2024-05-04,11023,185,307,2024
Hickman,2024-05-04,9157,132,187,2024
Houston,2024-05-04,3244,68,106,2024
Humphreys,2024-05-04,6693,88,188,2024
Jackson,2024-05-04,4246,78,143,2024
Jefferson,2024-05-04,21300,325,297,2024
Johnson,2024-05-04,6781,121,223,2024
Knox,2024-05-04,172522,1687,2995,2024
Lake,2024-05-04,3437,49,54,2024
Lauderdale,2024-05-04,10386,121,169,2024
Lawrence,2024-05-04,17874,239,515,2024
Lewis,2024-05-04,4368,73,106,2024
Lincoln,2024-05-04,12533,197,259,2024
Loudon,2024-05-04,21841,239,270,2024
Macon,2024-05-04,11460,166,287,2024
Madison,2024-05-04,45654,500,554,2024
Marion,2024-05-04,11871,151,307,2024
Marshall,2024-05-04,13660,146,254,2024
Maury,2024-05-04,38369,408,704,2024
McMinn,2024-05-04,20723,305,476,2024
McNairy,2024-05-04,10396,152,135,2024
Meigs,2024-05-04,4487,65,122,2024
Monroe,2024-05-04,19915,283,487,2024
Montgomery,2024-05-04,71624,662,750,2024
Moore,2024-05-04,3042,41,44,2024
Morgan,2024-05-04,8692,107,99,2024
Obion,2024-05-04,14633,227,307,2024
Overton,2024-05-04,9144,137,270,2024
Perry,2024-05-04,3118,62,67,2024
Pickett,2024-05-04,2417,41,87,2024
Polk,2024-05-04,5987,90,176,2024
Putnam,2024-05-04,31887,352,747,2024
Rhea,2024-05-04,12713,176,246,2024
Roane,2024-05-04,21824,289,311,2024
Robertson,2024-05-04,29881,363,949,2024
Rutherford,2024-05-04,126279,1036,1842,2024
Scott,2024-05-04,13492,144,143,2024
Sequatchie,2024-05-04,5503,81,130,2024
Sevier,2024-05-04,39306,476,553,2024
Shelby,2024-05-04,320258,3858,9890,2024
Smith,2024-05-04,7796,105,164,2024
Stewart,2024-05-04,4026,75,90,2024
Sullivan,2024-05-04,68143,878,2239,2024
Sumner,2024-05-04,70689,858,1835,2024
